Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Resumed from /workspace/curriculum_p1.zip
---------------------------------
| rollout/           |          |
|    value_loss           | 1.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | 1.14        |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 230         |
|    time_elapsed         | 649         |
|    total_timesteps      | 119040      |
| train/                  |             |
|    approx_kl            | 0.007690499 |
|    clip_fraction        | 0.0227      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.000686    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.032      |
|    n_updates            | 4640        |
|    policy_gradient_loss | -0.000902   |
|    std                  | 0.898       |
|    value_loss           | 0.00618     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 108        |
|    ep_rew_mean          | 1.13       |
| time/                   |            |
|    fps                  | 90         |
|    iterations           | 231        |
|    time_elapsed         | 651        |
|    total_timesteps      | 119296     |
| train/                  |            |
|    approx_kl            | 0.00712898 |
|    clip_fraction        | 0.0719     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.62      |
|    explained_variance   | 0.00208    |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0335    |
|    n_updates            | 4650       |
|    policy_gradient_loss | -0.00708   |
|    std                  | 0.898      |
|    value_loss           | 0.00683    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 107         |
|    ep_rew_mean          | 1.32        |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 232         |
|    time_elapsed         | 654         |
|    total_timesteps      | 119552      |
| train/                  |             |
|    approx_kl            | 0.005517978 |
|    clip_fraction        | 0.0758      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.00399     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0244     |
|    n_updates            | 4660        |
|    policy_gradient_loss | -0.00638    |
|    std                  | 0.895       |
|    value_loss           | 0.00515     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 107         |
|    ep_rew_mean          | 1.35        |
| time/                   |             |
|    fps                  | 90          |
|    iterations           | 233         |
|    time_elapsed         | 657         |
|    total_timesteps      | 119808      |
| train/                  |             |
|    approx_kl            | 0.005099343 |
|    clip_fraction        | 0.00625     |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.61       |
|    explained_variance   | -3.95e-05   |
|    learning_rate        | 0.0003      |
|    loss                 | 5.6         |
|    n_updates            | 4670        |
|    policy_gradient_loss | 0.000107    |
|    std                  | 0.894       |
|    value_loss           | 13.6        |
-----------------------------------------
-----------------------------------------
